"SiteName"	"Country"	"Period"	"PhaseCode"	"LabCode"	"C14Age"	"C14SD"	"Material"	"MaterialSpecies"	"tpq"	"taq"	"Longitude"	"Latitude"	"bib"	"bib_url"
"Revilla del Campo"	"Spain"	"EN"	"Str. 13"	"KIA-21354"	6177	31	"fauna"	"Caprinae sp."	-4950	-5303	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 1"	"KIA-6789"	6055	34	"bone (human)"	"Homo sapiens"	-4787	-5209	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 1"	"KIA-6789"	6055	34	"bone (human)"	"Homo sapiens"	-4787	-5209	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 9"	"KIA-21352"	6280	33	"fauna"	"Bone (unidentified)"	-5054	-5459	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 9"	"KIA-21352"	6280	33	"fauna"	"Bone (unidentified)"	-5054	-5459	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cueva Lóbrega"	"Spain"	"EN"	"III"	"GrA-16110"	6220	100	"fauna"	"Bone (unidentified)"	-4723	-5513	-2.618935	42.259307	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cueva Lóbrega"	"Spain"	"EN"	"III"	"GrA-16110"	6220	100	"fauna"	"Bone (unidentified)"	-4723	-5513	-2.618935	42.259307	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 4"	"KIA-21356"	6355	30	"fauna"	"Ovis aries"	-5214	-5474	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 4"	"KIA-21356"	6355	30	"fauna"	"Ovis aries"	-5214	-5474	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 18"	"KIA-21347"	6407	34	"fauna"	"Bone (unidentified)"	-5224	-5484	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 18"	"KIA-21347"	6407	34	"fauna"	"Bone (unidentified)"	-5224	-5484	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LN"	"Layer II"	"GrN-22686"	7240	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5985	-6245	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LN"	"Layer II"	"GrN-22686"	7240	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5985	-6245	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Paternanbidea"	"Spain"	"EN"	"Burial 2 (A)"	"GrA-13675"	5960	40	"bone (human)"	"Human bone"	-4687	-5042	-1.768841	42.801319	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Paternanbidea"	"Spain"	"EN"	"Burial 2 (A)"	"GrA-13675"	5960	40	"bone (human)"	"Human bone"	-4687	-5042	-1.768841	42.801319	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 12"	"UtC-13295"	6250	50	"cereal"	"Cereal sp."	-4959	-5466	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 12"	"UtC-13295"	6250	50	"cereal"	"Cereal sp."	-4959	-5466	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de Marañón"	"Spain"	"LM"	"d inf"	"BM-2263"	7890	120	"fauna"	"Bone (unidentified)"	-6389	-7348	-2.438382	42.632909	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de Marañón"	"Spain"	"LM"	"d inf"	"BM-2263"	7890	120	"fauna"	"Bone (unidentified)"	-6389	-7348	-2.438382	42.632909	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -119"	"Beta-149006"	6250	80	"wood charcoal"	"Wood charcoal (unidentified)"	-4837	-5483	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -119"	"Beta-149006"	6250	80	"wood charcoal"	"Wood charcoal (unidentified)"	-4837	-5483	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -9 a -15"	"Beta-148993"	5820	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4489	-4844	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -9 a -15"	"Beta-148993"	5820	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4489	-4844	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Paco Pons"	"Spain"	"EN"	"2"	"GrA-19294"	6010	45	"wood charcoal"	"Wood charcoal (unidentified)"	-4710	-5206	-0.917874	42.394157	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Paco Pons"	"Spain"	"EN"	"2"	"GrA-19294"	6010	45	"wood charcoal"	"Wood charcoal (unidentified)"	-4710	-5206	-0.917874	42.394157	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Paco Pons"	"Spain"	"EN"	"2"	"GrA-19295"	6045	45	"wood charcoal"	"Wood charcoal (unidentified)"	-4724	-5213	-0.917874	42.394157	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Paco Pons"	"Spain"	"EN"	"2"	"GrA-19295"	6045	45	"wood charcoal"	"Wood charcoal (unidentified)"	-4724	-5213	-0.917874	42.394157	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Mendandia"	"Spain"	"EN"	"I"	"GrN-22740"	6440	40	"fauna"	"Bone (unidentified)"	-5229	-5538	-2.596431	42.717506	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Mendandia"	"Spain"	"EN"	"I"	"GrN-22740"	6440	40	"fauna"	"Bone (unidentified)"	-5229	-5538	-2.596431	42.717506	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova de les Bruixes"	"Spain"	"EN"	"III"	"Ly-4269"	6460	140	"wood charcoal"	"Wood charcoal (unidentified)"	-4841	-5838	0.222158	40.623312	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova de les Bruixes"	"Spain"	"EN"	"III"	"Ly-4269"	6460	140	"wood charcoal"	"Wood charcoal (unidentified)"	-4841	-5838	0.222158	40.623312	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Abauntz"	"Spain"	"EN"	"2r"	"GrN-21010"	5820	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4489	-4844	-1.641383	43.013932	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Abauntz"	"Spain"	"EN"	"2r"	"GrN-21010"	5820	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4489	-4844	-1.641383	43.013932	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LN"	"Layer VI"	"GrN-22688"	6900	45	"wood charcoal"	"Wood charcoal (unidentified)"	-5632	-5985	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LN"	"Layer VI"	"GrN-22688"	6900	45	"wood charcoal"	"Wood charcoal (unidentified)"	-5632	-5985	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Kanpanoste"	"Spain"	"LN"	"Lanhi (med.)"	"GrN-22441"	8200	70	"fauna"	"Bone (unidentified)"	-6822	-7530	-2.475031	42.757936	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Kanpanoste"	"Spain"	"LN"	"Lanhi (med.)"	"GrN-22441"	8200	70	"fauna"	"Bone (unidentified)"	-6822	-7530	-2.475031	42.757936	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 11"	"KIA-21348"	6125	33	"fauna"	"Bone (unidentified)"	-4849	-5280	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 11"	"KIA-21348"	6125	33	"fauna"	"Bone (unidentified)"	-4849	-5280	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 13"	"KIA-16571"	6608	35	"wood charcoal"	"Wood charcoal (unidentified)"	-5471	-5655	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 13"	"KIA-16571"	6608	35	"wood charcoal"	"Wood charcoal (unidentified)"	-5471	-5655	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LMEN"	"Layer V"	"Beta-60773"	6940	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5667	-5991	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LMEN"	"Layer V"	"Beta-60773"	6940	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5667	-5991	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Riols"	"Spain"	"EN"	"a1"	"GrN-13976"	6040	100	"wood charcoal"	"Wood charcoal (unidentified)"	-4523	-5363	0.325726	41.407935	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Riols"	"Spain"	"EN"	"a1"	"GrN-13976"	6040	100	"wood charcoal"	"Wood charcoal (unidentified)"	-4523	-5363	0.325726	41.407935	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -45 a -57"	"Beta-148997"	5870	80	"wood charcoal"	"Wood charcoal (unidentified)"	-4374	-5199	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -45 a -57"	"Beta-148997"	5870	80	"wood charcoal"	"Wood charcoal (unidentified)"	-4374	-5199	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 2"	"UtC-13269"	6250	50	"cereal"	"Caprinae sp."	-4959	-5466	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 2"	"UtC-13269"	6250	50	"cereal"	"Caprinae sp."	-4959	-5466	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Abrigo de Ángel 1"	"Spain"	"EN"	"10 sup"	"GrA-215555"	5820	110	"fauna"	"Bone (unidentified)"	-4327	-5210	-0.40164633	40.74605	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Abrigo de Ángel 1"	"Spain"	"EN"	"10 sup"	"GrA-215555"	5820	110	"fauna"	"Bone (unidentified)"	-4327	-5210	-0.40164633	40.74605	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -135"	"Beta-149009"	6390	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5215	-5486	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cova Fosca"	"Spain"	"EN"	"Zi -135"	"Beta-149009"	6390	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5215	-5486	-0.13224	40.45999	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Mendandia"	"Spain"	"EN"	"III sup"	"GrN-22742"	7180	45	"fauna"	"Bone (unidentified)"	-5889	-6230	-2.596431	42.717506	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Mendandia"	"Spain"	"EN"	"III sup"	"GrN-22742"	7180	45	"fauna"	"Bone (unidentified)"	-5889	-6230	-2.596431	42.717506	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 13"	"KIA-21355"	6230	30	"fauna"	"Bone (unidentified)"	-5005	-5321	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 13"	"KIA-21355"	6230	30	"fauna"	"Bone (unidentified)"	-5005	-5321	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Fuente Hoz"	"Spain"	"LM"	"III (Lecho 23)"	"I-13496"	7880	120	"wood charcoal"	"Wood charcoal (unidentified)"	-6379	-7342	-2.893699	42.805375	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Fuente Hoz"	"Spain"	"LM"	"III (Lecho 23)"	"I-13496"	7880	120	"wood charcoal"	"Wood charcoal (unidentified)"	-6379	-7342	-2.893699	42.805375	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Botiquería de los Moros"	"Spain"	"LM"	"Layer 6"	"GrA-13268"	6040	50	"fauna"	"Bone (unidentified)"	-4716	-5216	0.103834	41.04649	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Botiquería de los Moros"	"Spain"	"LM"	"Layer 6"	"GrA-13268"	6040	50	"fauna"	"Bone (unidentified)"	-4716	-5216	0.103834	41.04649	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 1"	"UtC-13346"	6280	50	"cereal"	"Cereal sp."	-4998	-5472	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Lámpara"	"Spain"	"EN"	"Pit 1"	"UtC-13346"	6280	50	"cereal"	"Cereal sp."	-4998	-5472	-2.512798	41.190069	"González-Sampériz et al. 2009"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 4"	"KIA-21359"	6245	34	"fauna"	"Sus sp."	-5008	-5362	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 4"	"KIA-21359"	6245	34	"fauna"	"Sus sp."	-5008	-5362	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña Larga"	"Spain"	"EN"	"IV"	"I-14909"	5830	110	"fauna"	"Bone (unidentified)"	-4330	-5212	-2.514287	42.591766	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña Larga"	"Spain"	"EN"	"IV"	"I-14909"	5830	110	"fauna"	"Bone (unidentified)"	-4330	-5212	-2.514287	42.591766	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LMEN"	"Layer V"	"GrN-22687"	6970	130	"wood charcoal"	"Wood charcoal (unidentified)"	-5479	-6337	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña de las Forcas II"	"Spain"	"LMEN"	"Layer V"	"GrN-22687"	6970	130	"wood charcoal"	"Wood charcoal (unidentified)"	-5479	-6337	0.339267	42.186706	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 16"	"UtC-13294"	6240	50	"cereal"	"Caprinae sp."	-4947	-5464	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Revilla del Campo"	"Spain"	"EN"	"Str. 16"	"UtC-13294"	6240	50	"cereal"	"Caprinae sp."	-4947	-5464	-2.549566	41.17593	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Fuente Hoz"	"Spain"	"LM"	"II (Lecho 23)"	"I-12778"	7140	120	"wood charcoal"	"Wood charcoal (unidentified)"	-5630	-6434	-2.893699	42.805375	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Fuente Hoz"	"Spain"	"LM"	"II (Lecho 23)"	"I-12778"	7140	120	"wood charcoal"	"Wood charcoal (unidentified)"	-5630	-6434	-2.893699	42.805375	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cueva del Gato"	"Spain"	"EN"	"n/a"	"GrA-22535"	6240	50	"wood charcoal"	"Wood charcoal (unidentified)"	-4947	-5464	-1.268396	41.582209	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Cueva del Gato"	"Spain"	"EN"	"n/a"	"GrA-22535"	6240	50	"wood charcoal"	"Wood charcoal (unidentified)"	-4947	-5464	-1.268396	41.582209	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Botiquería de los Moros"	"Spain"	"LM"	"Layer 8"	"GrA-13270"	6240	50	"fauna"	"Bone (unidentified)"	-4947	-5464	0.103834	41.04649	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Botiquería de los Moros"	"Spain"	"LM"	"Layer 8"	"GrA-13270"	6240	50	"fauna"	"Bone (unidentified)"	-4947	-5464	0.103834	41.04649	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Toro de Cantavieja"	"Spain"	"EN"	"a1"	"GrA-24791"	5880	50	"fauna"	"Bone (unidentified)"	-4504	-4991	-0.4345	40.545641	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Toro de Cantavieja"	"Spain"	"EN"	"a1"	"GrA-24791"	5880	50	"fauna"	"Bone (unidentified)"	-4504	-4991	-0.4345	40.545641	"González-Sampériz et al. 2008"	"https://doi.org/10.1016/j.yqres.2008.10.006"
"Peña Larga"	"Spain"	"EN"	"IV"	"Beta-242782"	5720	40	"fauna"	"Bone (unidentified)"	-4366	-4764	-2.514287	42.591766	"Rofes et al. 2013"	"https://doi.org/10.1016/j.yqres.2012.11.002"
"Peña Larga"	"Spain"	"EN"	"IV"	"Beta-242783"	6720	40	"fauna"	"Bone (unidentified)"	-5487	-5742	-2.514287	42.591766	"Rofes et al. 2013"	"https://doi.org/10.1016/j.yqres.2012.11.002"
"Defensola"	"Italy"	"EN"	"n/a"	"Beta-80604"	6630	70	"wood charcoal"	"Wood charcoal (unidentified)"	-5324	-5746	16.150436	41.893375	"Odriozola et al. 2016"	"https://doi.org/10.1016/j.yqres.2015.11.010"
"Defensola"	"Italy"	"EN"	"n/a"	"Beta-80603"	6540	60	"wood charcoal"	"Wood charcoal (unidentified)"	-5304	-5665	16.150436	41.893375	"Odriozola et al. 2016"	"https://doi.org/10.1016/j.yqres.2015.11.010"
"Defensola"	"Italy"	"EN"	"n/a"	"Beta-71144"	6670	70	"wood charcoal"	"Wood charcoal (unidentified)"	-5369	-5831	16.150436	41.893375	"Odriozola et al. 2016"	"https://doi.org/10.1016/j.yqres.2015.11.010"
"Defensola"	"Italy"	"EN"	"n/a"	"Beta-71143"	6820	80	"wood charcoal"	"Wood charcoal (unidentified)"	-5480	-6004	16.150436	41.893375	"Odriozola et al. 2016"	"https://doi.org/10.1016/j.yqres.2015.11.010"
"Odmut Cave"	"Montenegro"	"EN"	"IIA"	"SI-2222"	6900	100	"wood charcoal"	"Wood charcoal (unidentified)"	-5484	-6088	18.857749	43.169426	"Boric et al. 2019"	"https://doi.org/10.1017/eaa.2019.14"
"Odmut Cave"	"Montenegro"	"EN"	"IB Block V, spit 11"	"Z-412"	6730	160	"wood charcoal"	"Wood charcoal (unidentified)"	-5075	-6203	18.857749	43.169426	"Boric et al. 2019"	"https://doi.org/10.1017/eaa.2019.14"
"Odmut Cave"	"Montenegro"	"EN"	"IIA"	"SI-2217"	6985	100	"wood charcoal"	"Wood charcoal (unidentified)"	-5560	-6223	18.857749	43.169426	"Boric et al. 2019"	"https://doi.org/10.1017/eaa.2019.14"
"Odmut Cave"	"Montenegro"	"EN"	"IIB"	"SI-2223"	6530	75	"wood charcoal"	"Wood charcoal (unidentified)"	-5219	-5714	18.857749	43.169426	"Boric et al. 2019"	"https://doi.org/10.1017/eaa.2019.14"
"Odmut Cave"	"Montenegro"	"EN"	"IIA"	"SI-2219"	6995	100	"wood charcoal"	"Wood charcoal (unidentified)"	-5563	-6226	18.857749	43.169426	"Boric et al. 2019"	"https://doi.org/10.1017/eaa.2019.14"
"Odmut Cave"	"Montenegro"	"LMEN"	"IA"	"SI–2227"	7080	85	"wood charcoal"	"Wood charcoal (unidentified)"	-5662	-6240	18.857749	43.169426	"Boric et al. 2019"	"https://doi.org/10.1017/eaa.2019.14"
"Vinya d’en Pau"	"Spain"	"EN"	"E1"	"CNA-2488.1.1"	6410	40	"fauna"	"Ovis aries"	-5219	-5513	1.699466	41.344905	"Oms et al. 2016"	"https://doi.org/10.1017/RDC.2015.14"
"Molins de la Vila"	"Spain"	"EN"	"UE6059"	"UBAR-727"	5630	60	"fauna"	"Homo sapiens"	-4262	-4719	1.168797	41.372481	"Oms et al. 2016"	"https://doi.org/10.1017/RDC.2015.14"
"Cova del Frare"	"Spain"	"EN"	"c6/c5"	"Beta-325690"	6170	40	"fauna"	"Ovis aries"	-4912	-5310	2.019095	41.637334	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova del Frare"	"Spain"	"EN"	"c6/c5"	"Beta-325690"	6170	40	"fauna"	"Ovis aries"	-4912	-5310	2.019095	41.637334	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova d’en Pardo"	"Spain"	"EN"	"East "	"Beta-231879"	6610	40	"fauna"	"Ovicaprino"	-5468	-5664	-0.297931	38.814485	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova d’en Pardo"	"Spain"	"EN"	"East "	"Beta-231879"	6610	40	"fauna"	"Ovicaprino"	-5468	-5664	-0.297931	38.814485	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova d’en Pardo"	"Spain"	"EN"	"n/a"	"Beta-231880"	6660	40	"fauna"	"Bone (unidentified)"	-5476	-5719	-0.297931	38.814485	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova d’en Pardo"	"Spain"	"EN"	"n/a"	"Beta-231880"	6660	40	"fauna"	"Bone (unidentified)"	-5476	-5719	-0.297931	38.814485	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Abrigo de Ángel 2"	"Spain"	"LM"	"Layers 2a/2b"	"Beta-254048"	6390	40	"fauna"	"Capra sp."	-5215	-5486	-0.319068	40.795919	"García-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Abrigo de Ángel 2"	"Spain"	"LM"	"Layers 2a/2b"	"Beta-254048"	6390	40	"fauna"	"Capra sp."	-5215	-5486	-0.319068	40.795919	"García-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova del Frare"	"Spain"	"EN"	"c5"	"Beta-325688"	6070	30	"fauna"	"Ovis aries"	-4802	-5209	2.019095	41.637334	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Cova del Frare"	"Spain"	"EN"	"c5"	"Beta-325688"	6070	30	"fauna"	"Ovis aries"	-4802	-5209	2.019095	41.637334	"Garcia-Puchol et al. 2017"	"https://doi.org/10.1017/RDC.2017.61"
"Balma Margineda"	"Andorra"	"EN"	"C3a"	"Beta-325681"	6630	40	"plant seed"	"Corylus avellana"	-5471	-5703	1.492205	42.484072	"Manen et al. 2020"	"https://doi.org/10.1017/RDC.2018.98"
"Balma Margineda"	"Andorra"	"EN"	"C3a"	"Beta-325681"	6630	40	"plant seed"	"Corylus avellana"	-5471	-5703	1.492205	42.484072	"Manen et al. 2020"	"https://doi.org/10.1017/RDC.2018.98"
"Pont de Roque-Haute"	"France"	"EN"	"F1 base"	"Beta-398951"	6870	30	"cereal"	NA	-5637	-5891	3.36003	43.2927	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Pont de Roque-Haute"	"France"	"EN"	"F1 base"	"Beta-398951"	6870	30	"cereal"	NA	-5637	-5891	3.36003	43.2927	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Camprafaud"	"France"	"EN"	"C20"	"Beta-433204"	6260	30	"fauna"	"Ovis aries"	-5049	-5363	2.903389	43.45797	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Camprafaud"	"France"	"EN"	"C20"	"Beta-433204"	6260	30	"fauna"	"Ovis aries"	-5049	-5363	2.903389	43.45797	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Aigle"	"France"	"EN"	"C5"	"Beta-433201"	5950	30	"fauna"	"Caprinae"	-4705	-4993	4.371014	44.263592	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Aigle"	"France"	"EN"	"C5"	"Beta-433201"	5950	30	"fauna"	"Caprinae"	-4705	-4993	4.371014	44.263592	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Aigle"	"France"	"EN"	"C5"	"Beta-433199"	6120	30	"fauna"	"Sus sp."	-4851	-5220	4.371014	44.263592	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
"Aigle"	"France"	"EN"	"C5"	"Beta-433199"	6120	30	"fauna"	"Sus sp."	-4851	-5220	4.371014	44.263592	"Manen et al. 2018"	"https://doi.org/10.1017/RDC.2018.98"
