"SiteName"	"Country"	"Period"	"PhaseCode"	"LabCode"	"C14Age"	"C14SD"	"Material"	"MaterialSpecies"	"tpq"	"taq"	"Longitude"	"Latitude"	"bib"	"bib_url"
"Mondeval de Sora"	"Italy"	"LM"	"Burial"	"OxA-7468"	7425	55	"bone (human)"	"Homo sapiens"	-6061	-6463	12.094987	46.464837	"Oxilia et al. 2020"	"https://doi.org/10.1002/ajpa.24128"
"Cova Gran"	"Spain"	"EN"	"E9"	"Beta-265982"	6020	50	"plant seed"	"Corylus avellana"	-4708	-5212	0.811061	41.925881	"Mora et al. 2011"	"https://doi.org/10.1002/jqs.1486"
"Cova del Frare"	"Spain"	"EN"	"c6"	"Beta-436332"	6150	40	"fauna"	"Sus sp."	-4851	-5303	2.019095	41.637334	"Navarrete et al., 2017"	"https://doi.org/10.1002/oa.2598"
"Cova del Frare"	"Spain"	"EN"	"c5"	"Beta-325687"	6020	40	"fauna"	"Ovis aries"	-4721	-5205	2.019095	41.637334	"Navarrete et al., 2017"	"https://doi.org/10.1002/oa.2598"
"Cubio Redondo"	"Spain"	"LM"	"Layer 6, Sector 9, Q: 11B"	"Beta-106050"	6630	50	"fauna"	"Cervus sp."	-5383	-5720	-3.584533	43.313609	"Gutiérrez-Zugasti 2011"	"https://doi.org/10.1007/978-1-4419-8219-3_8"
"Cubio Redondo"	"Spain"	"LM"	"Layer 6, Sector 4, Q: 10A"	"Beta-106049"	5780	50	"wood charcoal"	"Wood charcoal (unidentified)"	-4404	-4840	-3.584533	43.313609	"Gutiérrez-Zugasti 2011"	"https://doi.org/10.1007/978-1-4419-8219-3_8"
"Oullins"	"France"	"EN"	"C6A"	"AA-53296"	6191	63	"fauna"	"Capra hircus"	-4837	-5460	4.45694345	44.34232607	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Lombard"	"France"	"EN"	"C5A"	"Ly-4157 (SacA-7414)"	6165	35	"fauna"	NA	-4937	-5303	6.8501	43.7	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Oullins"	"France"	"EN"	"C6B"	"AA-53291"	6233	64	"fauna"	"Capra hircus"	-4851	-5471	4.45694345	44.34232607	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Oullins"	"France"	"EN"	"C5"	"AA-53293"	6168	63	"fauna"	"Capra hircus"	-4799	-5367	4.45694345	44.34232607	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Oullins"	"France"	"EN"	"C5"	"AA-53292"	6210	69	"fauna"	"Capra hircus"	-4836	-5470	4.45694345	44.34232607	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Lombard"	"France"	"EN"	"C5A"	"Ly-4156 (SacA-7413)"	6280	30	"fauna"	NA	-5060	-5371	6.8501	43.7	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Oullins"	"France"	"EN"	"C6A"	"AA-53294"	6233	64	"fauna"	"Capra hircus"	-4851	-5471	4.45694345	44.34232607	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"
"Costamar"	"Spain"	"EN"	"n/a"	"n/a"	5996	38	"fauna"	"Bos taurus"	-4714	-5191	0.158587	40.136833	"Ibáñez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"
"Costamar"	"Spain"	"EN"	"n/a"	"UCI-AM 60738"	5965	25	"cereal"	"Hordeum sp."	-4718	-4993	0.158587	40.136833	"Ibáñez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"
"Cavet"	"Spain"	"EN"	"US 2012"	"OxA-25802"	6440	40	"cereal"	"Triticum a/d"	-5229	-5538	1.071025	41.076358	"Juan-Cabanilles et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_3"
"Cavet"	"Spain"	"EN"	"US 2014"	"OxA-26061"	6536	36	"cereal"	"Triticum a/d"	-5345	-5623	1.071025	41.076358	"Juan-Cabanilles et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_3"
"Codella"	"Spain"	"EN"	"n/a"	"Beta-221900"	5720	60	"fauna"	"Ovis aries"	-4343	-4825	2.447672	42.121194	"Pardo-Gordo et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_5"
"Orris de la Torbera de Perafita I"	"Spain"	"LN"	"Hut P009"	"Beta-285100"	6570	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5370	-5637	1.577963	42.479667	"Gassiot et al. 2017"	"https://doi.org/10.1007/978-3-319-55982-7_4"
"Cueva de Nerja"	"Spain"	"LM"	"LM"	"CNA-3293,2,1"	7907	39	"bone (human)"	"Human bone"	-6596	-7050	-3.844529	36.762871	"Fernández et al. 2020"	"https://doi.org/10.1007/s12520-020-01207-x"
"Can Xammar"	"Spain"	"EN"	"n/a"	"Beta-?"	6270	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5021	-5464	2.448568	41.539548	"Morales Hidalgo et al. 2010"	"https://doi.org/10.1016/j.anthro.2010.07.004"
"Can Xammar"	"Spain"	"EN"	"n/a"	"Beta-?"	6150	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4851	-5303	2.448568	41.539548	"Morales Hidalgo et al. 2010"	"https://doi.org/10.1016/j.anthro.2010.07.004"
"Camp del Colomer"	"Spain"	"EN"	"Pit FS 29"	"Beta-325686"	5630	40	"cereal"	"Hordeum vulgare"	-4336	-4682	1.499447	42.440019	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"
"Camp del Colomer"	"Spain"	"EN"	"Pit E1 11"	"Beta-32685"	5300	30	"plant seed"	"Corylus avelana"	-3975	-4323	1.499447	42.440019	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"
"Camp del Colomer"	"Spain"	"EN"	"Pit SJ 24"	"Beta-325684"	5350	40	"cereal"	"Hordeum vulgare"	-3982	-4345	1.499447	42.440019	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"
"Portonovo Fosso Fontanaccia"	"Italy"	"EN"	"Oven 5 - floor"	"LTL-5192A"	6500	50	"wood charcoal"	"Quercus sp."	-5302	-5626	13.573426	43.563733	"Terna et al. 2016"	"https://doi.org/10.1016/j.epsl.2016.05.003"
"Portonovo Fosso Fontanaccia"	"Italy"	"EN"	"Oven 14"	"LTL-12777A"	6555	45	"cereal"	"Hordeum v. caryopsis"	-5327	-5638	13.573426	43.563733	"Terna et al. 2016"	"https://doi.org/10.1016/j.epsl.2016.05.003"
"Portonovo Fosso Fontanaccia"	"Italy"	"EN"	"Male burial"	"LTL-5191A"	6418	50	"bone (human)"	"Homo sapiens"	-5214	-5552	13.573426	43.563733	"Terna et al. 2016"	"https://doi.org/10.1016/j.epsl.2016.05.003"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 8"	"Beta-164664"	6740	40	"wood charcoal"	"Pinus pinea"	-5514	-5764	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 10"	"Beta-165792"	6600	50	"wood charcoal"	"Pistacia lentiscus"	-5369	-5706	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 44"	"Beta-168465"	6490	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5310	-5614	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 79"	"Beta-165793"	6390	50	"wood charcoal"	"Olea europaea"	-5209	-5526	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 75"	"Beta-165945"	6350	40	"wood charcoal"	"Pinus pinea"	-5207	-5478	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 70"	"Beta-165944"	6490	50	"wood charcoal"	"Pinus pinea"	-5299	-5623	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 87"	"Beta-168462"	6460	40	"wood charcoal"	"Quercus perennifolio"	-5301	-5603	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 24"	"Beta-165946"	6540	40	"wood charcoal"	"Pinus pinea"	-5327	-5628	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. 27E"	"Beta-162912"	6660	40	"wood charcoal"	"Pistacia sp."	-5476	-5719	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. A20"	"ICEN-724"	6700	60	"wood charcoal"	"Arbutus unedo"	-5471	-5807	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Vale Pincel I"	"Portugal"	"EN"	"Layer 2b, str. D19"	"ICEN-723"	6540	60	"wood charcoal"	"Arbutus unedo"	-5304	-5665	-8.844087	37.940748	"Soares et al. 2016"	"https://doi.org/10.1016/j.jaa.2016.01.007"
"Cova Bonica"	"Spain"	"EN"	"IV2 Ind.1"	"OxA-29639"	6351	32	"bone (human)"	"Homo sapiens"	-5212	-5474	1.932166	41.387861	"Daura et al. 2019"	"https://doi.org/10.1016/j.jasrep.2018.10.036"
"Cova Bonica"	"Spain"	"EN"	"IV FP-14"	"OxA-26062"	6340	40	"wood charcoal"	"Arbutus unedo"	-5076	-5477	1.932166	41.387861	"Daura et al. 2019"	"https://doi.org/10.1016/j.jasrep.2018.10.036"
"Cova Bonica"	"Spain"	"EN"	"IV2 Ind.3"	"Beta-384726"	6390	30	"bone (human)"	"Homo sapiens"	-5222	-5479	1.932166	41.387861	"Daura et al. 2019"	"https://doi.org/10.1016/j.jasrep.2018.10.036"
"Cova Bonica"	"Spain"	"EN"	"IV2 ind.4"	"Beta-384727"	6410	30	"bone (human)"	"Homo sapiens"	-5230	-5482	1.932166	41.387861	"Daura et al. 2019"	"https://doi.org/10.1016/j.jasrep.2018.10.036"
"Cova Bonica"	"Spain"	"EN"	"IV EC-1"	"OxA-23647"	6158	32	"fauna"	"Ovis aries"	-4938	-5298	1.932166	41.387861	"Daura et al. 2019"	"https://doi.org/10.1016/j.jasrep.2018.10.036"
"Cova Bonica"	"Spain"	"EN"	"IV2 Ind.1"	"Beta-384724"	6410	30	"bone (human)"	"Homo sapiens"	-5230	-5482	1.932166	41.387861	"Daura et al. 2019"	"https://doi.org/10.1016/j.jasrep.2018.10.036"
"Los Canes"	"Spain"	"LM"	"6II"	"AA-11744"	7025	80	"bone (human)"	"Human bone"	-5636	-6215	-4.799097	43.326036	"Drak et al. 2020"	"https://doi.org/10.1016/j.jasrep.2020.102381"
"Los Canes"	"Spain"	"LM"	"6II"	"AA-5296"	6770	65	"bone (human)"	"Human bone"	-5480	-5965	-4.799097	43.326036	"Drak et al. 2020"	"https://doi.org/10.1016/j.jasrep.2020.102381"
"Los Canes"	"Spain"	"LM"	"6I"	"AA-5294"	6265	65	"bone (human)"	"Human bone"	-4934	-5477	-4.799097	43.326036	"Drak et al. 2020"	"https://doi.org/10.1016/j.jasrep.2020.102381"
"Los Canes"	"Spain"	"LM"	"6II"	"AA-5295"	6860	65	"bone (human)"	"Human bone"	-5550	-5997	-4.799097	43.326036	"Drak et al. 2020"	"https://doi.org/10.1016/j.jasrep.2020.102381"
"Los Canes"	"Spain"	"LM"	"6III"	"AA-6071"	6930	95	"bone (human)"	"Human bone"	-5528	-6096	-4.799097	43.326036	"Drak et al. 2020"	"https://doi.org/10.1016/j.jasrep.2020.102381"
"Los Canes"	"Spain"	"LM"	"6I"	"OxA-7148"	6160	55	"bone (human)"	"Human bone"	-4835	-5322	-4.799097	43.326036	"Drak et al. 2020"	"https://doi.org/10.1016/j.jasrep.2020.102381"
"Los Barruecos"	"Spain"	"EN"	"Hearth"	"Beta-171124"	6080	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4790	-5218	-6.499957	39.455016	"Almeida et al. 2021"	"https://doi.org/10.1016/j.jasrep.2021.102815"
"Los Barruecos"	"Spain"	"EN"	"Storage pit"	"Beta-159899"	6060	50	"wood charcoal"	"Wood charcoal (unidentified)"	-4723	-5221	-6.499957	39.455016	"Almeida et al. 2021"	"https://doi.org/10.1016/j.jasrep.2021.102815"
"Los Husos II"	"Spain"	"EN"	"X"	"Beta-221643"	7360	40	"wood charcoal"	"Wood charcoal (unidentified)"	-6052	-6413	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos II"	"Spain"	"EN"	"VI"	"Beta-208853"	5520	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4234	-4519	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos I"	"Spain"	"EN"	"XV"	"Beta-161179"	5630	60	"wood charcoal"	"Wood charcoal (unidentified)"	-4262	-4719	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos II"	"Spain"	"EN"	"VII"	"Beta-221641"	5790	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4458	-4827	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos II"	"Spain"	"EN"	"VII"	"Beta-221640"	6050	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4743	-5211	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos II"	"Spain"	"EN"	"IX"	"Beta-221642"	6040	40	"wood charcoal"	"Wood charcoal (unidentified)"	-4728	-5209	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos I"	"Spain"	"EN"	"XV"	"Beta-161181"	5810	60	"wood charcoal"	"Wood charcoal (unidentified)"	-4401	-4939	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos I"	"Spain"	"EN"	"XV"	"Beta-161180"	6130	60	"wood charcoal"	"Wood charcoal (unidentified)"	-4786	-5318	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Los Husos I"	"Spain"	"EN"	"XVI"	"Beta-161182"	6240	60	"wood charcoal"	"Wood charcoal (unidentified)"	-4911	-5470	-2.503877	42.613569	"Polo & Fernández 2010"	"https://doi.org/10.1016/j.quaint.2009.10.022"
"Castillejos de Montefrío"	"Spain"	"EN"	"n/a"	"Beta-135663"	6120	40	"wood charcoal"	"Quercus ilex-coccifera"	-4838	-5293	-3.956817	37.335279	"Linstädter et al. 2012"	"https://doi.org/10.1016/j.quaint.2012.01.013"
"Castillejos de Montefrío"	"Spain"	"EN"	"n/a"	"Ua-36213"	6120	40	"wood charcoal"	"n/a"	-4838	-5293	-3.956817	37.335279	"Linstädter et al. 2012"	"https://doi.org/10.1016/j.quaint.2012.01.013"
"Castillejos de Montefrío"	"Spain"	"EN"	"n/a"	"Beta-135664"	6470	150	"wood charcoal"	"Arbutus Unedo"	-4807	-5885	-3.956817	37.335279	"Linstädter et al. 2012"	"https://doi.org/10.1016/j.quaint.2012.01.013"
"Castillejos de Montefrío"	"Spain"	"EN"	"n/a"	"Beta-145302"	6250	80	"wood charcoal"	"Quercus ilex-coccifera"	-4837	-5483	-3.956817	37.335279	"Linstädter et al. 2012"	"https://doi.org/10.1016/j.quaint.2012.01.013"
"Botiquería de los Moros"	"Spain"	"LM"	"Layer 4"	"GrA-13267"	6830	50	"fauna"	"Bone (unidentified)"	-5561	-5971	0.103834	41.04649	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050"
"Los Baños"	"Spain"	"LM"	"2b1"	"GrN-21552"	7740	50	"wood charcoal"	"Wood charcoal (unidentified)"	-6428	-6804	-0.587684	41.03601	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050"
"Botiquería de los Moros"	"Spain"	"LM"	"Layer 2"	"GrA-13265"	7600	50	"fauna"	"Cervus elaphus"	-6239	-6640	0.103834	41.04649	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050"
"Pontet"	"Spain"	"LM"	"e"	"GrN-16313"	7340	70	"wood charcoal"	"Wood charcoal (unidentified)"	-5986	-6450	0.145791	41.119853	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050"
"Artsusia"	"Spain"	"LM"	"Layer II"	"Beta-374432"	7790	40	"wood charcoal"	"Wood charcoal (unidentified)"	-6461	-6897	-1.618626	42.65049	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050 "
"Artsusia"	"Spain"	"LM"	"Layer V"	"Beta-379670"	7210	30	"wood charcoal"	"Wood charcoal (unidentified)"	-5984	-6224	-1.618626	42.65049	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050 "
"Artsusia"	"Spain"	"LM"	"Layer III"	"Beta-374431"	7680	40	"wood charcoal"	"Wood charcoal (unidentified)"	-6414	-6651	-1.618626	42.65049	"García-Martínez de Legrán et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.06.050 "
"Montclus"	"France"	"LM"	"C14B"	"Beta-253164"	7320	50	"fauna"	"n/a"	-6006	-6403	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C12A"	"Beta-253162"	7170	50	"fauna"	"n/a"	-5844	-6232	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"EN"	"C4"	"Ly-304"	6140	150	"fauna"	"n/a"	-4459	-5610	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C10B"	"Beta-253161"	6990	40	"fauna"	"Sus scrofa"	-5719	-6016	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C8"	"Ly-494"	6230	150	"wood charcoal"	"n/a"	-4546	-5637	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C13B"	"Beta-253163"	7190	50	"fauna"	"Capreolus Capreolus"	-5886	-6239	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"EN"	"C5"	"MC-695"	6450	100	"wood charcoal"	"n/a"	-4999	-5713	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C13"	"MC-729"	7200	100	"wood charcoal"	"n/a"	-5723	-6432	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"EN"	"C3-C5"	"Beta-253158"	6550	40	"fauna"	"Ovis/Capra"	-5360	-5631	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"EN"	"C4"	"MC-694"	6170	150	"wood charcoal"	"n/a"	-4493	-5618	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C7-8"	"MC-728"	6880	100	"wood charcoal"	"n/a"	-5480	-6074	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C14"	"Ly-496"	7020	140	"wood charcoal"	"n/a"	-5483	-6398	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C14"	"Ly-495"	6440	230	"wood charcoal"	"n/a"	-4501	-6056	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"LM"	"C23"	"MC-730"	7950	100	"wood charcoal"	"n/a"	-6455	-7345	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Montclus"	"France"	"EN"	"C4"	"Ly-303"	6300	150	"wood charcoal"	"n/a"	-4624	-5712	4.43047	44.26473	"Perrin & Defranould 2016"	"https://doi.org/10.1016/j.quaint.2015.09.046"
"Rambla de Legunova"	"Spain"	"LM"	"2"	"GrA-47886"	7235	45	"wood charcoal"	"Wood charcoal (unidentified)"	-5925	-6250	-0.917874	42.394157	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Cabezo de la Cruz"	"Spain"	"LM"	"1351"	"GrN-29134"	7130	130	"wood charcoal"	"Pinus halapensis"	-5619	-6442	-1.081497	41.563832	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Los Baños"	"Spain"	"LM"	"2b3"	"GrA-21551"	7550	50	"wood charcoal"	"Wood charcoal (unidentified)"	-6225	-6594	-0.587684	41.03601	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Rambla de Legunova"	"Spain"	"LM"	"2"	"GrA-61768"	7260	45	"fauna"	"Bone (unidentified)"	-5986	-6348	-0.917874	42.394157	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Abrigo de Ángel 1"	"Spain"	"LM"	"8c"	"GrA-27278"	7955	45	"wood charcoal"	"Wood charcoal (unidentified)"	-6637	-7072	-0.40164633	40.74605	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Los Baños"	"Spain"	"LM"	"2b1"	"GrN-24299"	7840	100	"wood charcoal"	"Wood charcoal (unidentified)"	-6393	-7176	-0.587684	41.03601	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Abrigo de Ángel 1"	"Spain"	"LM"	"8c"	"GrA-27274"	7435	45	"wood charcoal"	"Wood charcoal (unidentified)"	-6079	-6454	-0.40164633	40.74605	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Los Baños"	"Spain"	"LM"	"2b3"	"GrA-21550"	7350	50	"wood charcoal"	"Wood charcoal (unidentified)"	-6019	-6426	-0.587684	41.03601	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"Cabezo de la Cruz"	"Spain"	"LM"	"1450"	"GrN-29861"	6970	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5712	-6008	-1.081497	41.563832	"Alcolea 2017"	"https://doi.org/10.1016/j.quaint.2015.11.029"
"El Mazo"	"Spain"	"LM"	"unit 3"	"UGAMS-5407"	6790	30	"fauna"	"Bone (unidentified)"	-5572	-5790	-4.719126	43.407058	"Zugasti et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.11.149"
"El Mazo"	"Spain"	"LM"	"114"	"OxA-27969"	7990	38	"fauna"	"Bone (unidentified)"	-6653	-7077	-4.719126	43.407058	"Zugasti et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.11.149"
"El Mazo"	"Spain"	"LM"	"112"	"OxA-28401"	7294	37	"fauna"	"Bone (unidentified)"	-6014	-6357	-4.719126	43.407058	"Zugasti et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.11.149"
"El Mazo"	"Spain"	"LM"	"101"	"OxA-28389"	7230	36	"fauna"	"Bone (unidentified)"	-5985	-6235	-4.719126	43.407058	"Zugasti et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.11.149"
"El Mazo"	"Spain"	"LM"	"100"	"OxA-28397"	6772	37	"fauna"	"Bone (unidentified)"	-5555	-5797	-4.719126	43.407058	"Zugasti et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.11.149"
"El Mazo"	"Spain"	"LM"	"105"	"UGAMS-5408"	7640	30	"wood charcoal"	"Wood charcoal (unidentified)"	-6399	-6603	-4.719126	43.407058	"Zugasti et al. 2016"	"https://doi.org/10.1016/j.quaint.2015.11.149"
"Grotta d'Oriente"	"Italy"	"LMEN"	"Layer 5a"	"LTL-877A"	7040	55	"wood charcoal"	"Wood charcoal (unidentified)"	-5719	-6083	12.316193	37.937634	"Lo Vetro & Martini 2016"	"https://doi.org/10.1016/j.quaint.2015.12.043"
"Cueva del Mirador"	"Spain"	"EN"	"MIR 24"	"Beta-197386"	7030	40	"wood charcoal"	"Pinus sylvestris"	-5732	-6055	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIIR-22"	"Beta-208133"	6110	40	"cereal"	"Triticum aestivum-durum"	-4810	-5286	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIR-20"	"Beta-197384"	6070	50	"cereal"	"Triticum diccocum"	-4727	-5280	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIR 21"	"Beta-197385"	6350	40	"wood charcoal"	"Quercus sp"	-5207	-5478	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIR-24"	"Beta-220914"	6080	40	"cereal"	"Triticum diccocum"	-4790	-5218	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIR-18"	"Beta-208132"	6090	40	"cereal"	"Triticum diccocum"	-4795	-5221	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIR-19"	"Beta-182040"	6130	50	"wood charcoal"	"Quercus sp caducifolio"	-4801	-5307	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Cueva del Mirador"	"Spain"	"EN"	"MIR-23"	"Beta-208134"	6300	50	"cereal"	"Triticum diccocum"	-5009	-5475	-3.525716	42.339921	"Verges et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.01.044"
"Grotta Continenza"	"Italy"	"LMEN"	"Con 23"	"LY-10756"	7250	40	"wood charcoal"	"Wood charcoal (unidentified)"	-5988	-6249	13.563071	41.961674	"Serradimigni et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.12.027"
"Grotta Continenza"	"Italy"	"EN"	"Con 22"	"R-549"	7230	75	"wood charcoal"	"Wood charcoal (unidentified)"	-5840	-6398	13.563071	41.961674	"Serradimigni et al. 2016"	"https://doi.org/10.1016/j.quaint.2016.12.027"
